,Level3Name,Level4Name,Classification,EmployeeLevelName,FiscalMonthNumber,Source,Amount
1152,FINANCE,Team1,Cost Effective,Associate,4,Forecast,14.28571429
1153,FINANCE,Team1,Cost Effective,Associate,5,Actuals,13.52380952
1154,FINANCE,Team1,Cost Effective,Associate,5,Forecast,14.28571429
1155,FINANCE,Team1,Cost Effective,Associate,6,Actuals,14.0952381
1156,FINANCE,Team1,Cost Effective,Associate,6,Forecast,14.28571429
1157,FINANCE,Team1,Cost Effective,Associate,7,Actuals,13.33333333
1158,FINANCE,Team1,Cost Effective,Associate,7,Forecast,14.0952381
1159,FINANCE,Team1,Cost Effective,Associate,8,Actuals,14.0952381
1160,FINANCE,Team1,Cost Effective,Associate,8,Forecast,14.0952381
1161,FINANCE,Team1,Cost Effective,Associate,9,Actuals,14.66666667
1162,FINANCE,Team1,Cost Effective,Associate,9,Forecast,14.28571429
1163,FINANCE,Team1,Cost Effective,Associate,10,Actuals,13.33333333
1164,FINANCE,Team1,Cost Effective,Associate,10,Forecast,14.28571429
1165,FINANCE,Team1,Cost Effective,Associate,11,Actuals,13.9047619
1166,FINANCE,Team1,Cost Effective,Associate,11,Forecast,13.9047619
1167,FINANCE,Team1,Cost Effective,Associate,12,Actuals,14.66666667
1168,FINANCE,Team1,Cost Effective,Associate,12,Forecast,13.9047619
1193,FINANCE,Team1,Cost Effective,Senior Manager,1,Actuals,3.619047619
1194,FINANCE,Team1,Cost Effective,Senior Manager,1,Forecast,3.428571429
1195,FINANCE,Team1,Cost Effective,Senior Manager,2,Actuals,3.619047619
1196,FINANCE,Team1,Cost Effective,Senior Manager,2,Forecast,3.428571429
1197,FINANCE,Team1,Cost Effective,Senior Manager,3,Actuals,3.619047619
1198,FINANCE,Team1,Cost Effective,Senior Manager,3,Forecast,3.428571429
1199,FINANCE,Team1,Cost Effective,Senior Manager,4,Actuals,3.619047619
1200,FINANCE,Team1,Cost Effective,Senior Manager,4,Forecast,3.428571429
1201,FINANCE,Team1,Cost Effective,Senior Manager,5,Actuals,3.428571429
1202,FINANCE,Team1,Cost Effective,Senior Manager,5,Forecast,3.428571429
1203,FINANCE,Team1,Cost Effective,Senior Manager,6,Actuals,3.428571429
1204,FINANCE,Team1,Cost Effective,Senior Manager,6,Forecast,3.428571429
1205,FINANCE,Team1,Cost Effective,Senior Manager,7,Actuals,3.238095238
1206,FINANCE,Team1,Cost Effective,Senior Manager,7,Forecast,3.428571429
1207,FINANCE,Team1,Cost Effective,Senior Manager,8,Actuals,3.047619048
1208,FINANCE,Team1,Cost Effective,Senior Manager,8,Forecast,3.428571429
1209,FINANCE,Team1,Cost Effective,Senior Manager,9,Actuals,2.857142857
1210,FINANCE,Team1,Cost Effective,Senior Manager,9,Forecast,3.428571429
1211,FINANCE,Team1,Cost Effective,Senior Manager,10,Actuals,3.047619048
1212,FINANCE,Team1,Cost Effective,Senior Manager,10,Forecast,3.428571429
1213,FINANCE,Team1,Cost Effective,Senior Manager,11,Actuals,3.047619048
1214,FINANCE,Team1,Cost Effective,Senior Manager,11,Forecast,3.428571429
1215,FINANCE,Team1,Cost Effective,Senior Manager,12,Actuals,3.047619048
1216,FINANCE,Team1,Cost Effective,Senior Manager,12,Forecast,3.428571429
1217,FINANCE,Team1,Cost Effective,Manager,1,Actuals,17.14285714
1218,FINANCE,Team1,Cost Effective,Manager,1,Forecast,18.78666667
1219,FINANCE,Team1,Cost Effective,Manager,2,Actuals,16.38095238
1220,FINANCE,Team1,Cost Effective,Manager,2,Forecast,18.97714286
1221,FINANCE,Team1,Cost Effective,Manager,3,Actuals,16.57142857
1222,FINANCE,Team1,Cost Effective,Manager,3,Forecast,18.78666667
1223,FINANCE,Team1,Cost Effective,Manager,4,Actuals,17.71428571
1224,FINANCE,Team1,Cost Effective,Manager,4,Forecast,19.16761905
1225,FINANCE,Team1,Cost Effective,Manager,5,Actuals,17.9047619
1226,FINANCE,Team1,Cost Effective,Manager,5,Forecast,19.16761905
1227,FINANCE,Team1,Cost Effective,Manager,6,Actuals,17.71428571
1228,FINANCE,Team1,Cost Effective,Manager,6,Forecast,19.16761905
1229,FINANCE,Team1,Cost Effective,Manager,7,Actuals,17.33333333
1230,FINANCE,Team1,Cost Effective,Manager,7,Forecast,19.16761905
1231,FINANCE,Team1,Cost Effective,Manager,8,Actuals,17.14285714
1232,FINANCE,Team1,Cost Effective,Manager,8,Forecast,19.16761905
1233,FINANCE,Team1,Cost Effective,Manager,9,Actuals,17.9047619
1234,FINANCE,Team1,Cost Effective,Manager,9,Forecast,19.16761905
1235,FINANCE,Team1,Cost Effective,Manager,10,Actuals,18.78571429
1236,FINANCE,Team1,Cost Effective,Manager,10,Forecast,19.16761905
1237,FINANCE,Team1,Cost Effective,Manager,11,Actuals,18.78571429
1238,FINANCE,Team1,Cost Effective,Manager,11,Forecast,19.16761905
1239,FINANCE,Team1,Cost Effective,Manager,12,Actuals,18.5952381
1240,FINANCE,Team1,Cost Effective,Manager,12,Forecast,19.16761905
1265,FINANCE,Team1,Cost Effective,Consultant,1,Actuals,40.23809524
1266,FINANCE,Team1,Cost Effective,Consultant,1,Forecast,43.71428571
1267,FINANCE,Team1,Cost Effective,Consultant,2,Actuals,40.23809524
1268,FINANCE,Team1,Cost Effective,Consultant,2,Forecast,44.66666667
1269,FINANCE,Team1,Cost Effective,Consultant,3,Actuals,40.23809524
1270,FINANCE,Team1,Cost Effective,Consultant,3,Forecast,45.23809524
1271,FINANCE,Team1,Cost Effective,Consultant,4,Actuals,41
1272,FINANCE,Team1,Cost Effective,Consultant,4,Forecast,46
1273,FINANCE,Team1,Cost Effective,Consultant,5,Actuals,41
1274,FINANCE,Team1,Cost Effective,Consultant,5,Forecast,46
1275,FINANCE,Team1,Cost Effective,Consultant,6,Actuals,41.19047619
1276,FINANCE,Team1,Cost Effective,Consultant,6,Forecast,46.19047619
1277,FINANCE,Team1,Cost Effective,Consultant,7,Actuals,41.95238095
1278,FINANCE,Team1,Cost Effective,Consultant,7,Forecast,45.80952381
1279,FINANCE,Team1,Cost Effective,Consultant,8,Actuals,41.95238095
1280,FINANCE,Team1,Cost Effective,Consultant,8,Forecast,45.80952381
1281,FINANCE,Team1,Cost Effective,Consultant,9,Actuals,42
1282,FINANCE,Team1,Cost Effective,Consultant,9,Forecast,45.80952381
1283,FINANCE,Team1,Cost Effective,Consultant,10,Actuals,42.57142857
1284,FINANCE,Team1,Cost Effective,Consultant,10,Forecast,45.80952381
1285,FINANCE,Team1,Cost Effective,Consultant,11,Actuals,42.19047619
1286,FINANCE,Team1,Cost Effective,Consultant,11,Forecast,46
1287,FINANCE,Team1,Cost Effective,Consultant,12,Actuals,42
1288,FINANCE,Team1,Cost Effective,Consultant,12,Forecast,46
1319,FINANCE,Team1,High Cost,Analyst,1,Actuals,8.924952381
1320,FINANCE,Team1,High Cost,Analyst,1,Forecast,9.39047619
1321,FINANCE,Team1,High Cost,Analyst,2,Actuals,8.924952381
1322,FINANCE,Team1,High Cost,Analyst,2,Forecast,9.39047619
1323,FINANCE,Team1,High Cost,Analyst,3,Actuals,8.73447619
1324,FINANCE,Team1,High Cost,Analyst,3,Forecast,9.39047619
1325,FINANCE,Team1,High Cost,Analyst,4,Actuals,9.115428571
1326,FINANCE,Team1,High Cost,Analyst,4,Forecast,8.819047619
1327,FINANCE,Team1,High Cost,Analyst,5,Actuals,8.924952381
1328,FINANCE,Team1,High Cost,Analyst,5,Forecast,8.819047619
1329,FINANCE,Team1,High Cost,Analyst,6,Actuals,8.35352381
1330,FINANCE,Team1,High Cost,Analyst,6,Forecast,9.00952381
1331,FINANCE,Team1,High Cost,Analyst,7,Actuals,8.19047619
1332,FINANCE,Team1,High Cost,Analyst,7,Forecast,9.00952381
1333,FINANCE,Team1,High Cost,Analyst,8,Actuals,8
1334,FINANCE,Team1,High Cost,Analyst,8,Forecast,9.00952381
1335,FINANCE,Team1,High Cost,Analyst,9,Actuals,7.619047619
1336,FINANCE,Team1,High Cost,Analyst,9,Forecast,9.00952381
1337,FINANCE,Team1,High Cost,Analyst,10,Actuals,7.80952381
1338,FINANCE,Team1,High Cost,Analyst,10,Forecast,9.00952381
1339,FINANCE,Team1,High Cost,Analyst,11,Actuals,7.80952381
1340,FINANCE,Team1,High Cost,Analyst,11,Forecast,9.00952381
1341,FINANCE,Team1,High Cost,Analyst,12,Actuals,8
1342,FINANCE,Team1,High Cost,Analyst,12,Forecast,9.00952381
1367,FINANCE,Team1,High Cost,Associate,1,Actuals,0.19047619
1368,FINANCE,Team1,High Cost,Associate,2,Actuals,0.19047619
1369,FINANCE,Team1,High Cost,Associate,3,Actuals,0.19047619
1373,FINANCE,Team1,High Cost,Senior Manager,1,Actuals,1.333333333
1374,FINANCE,Team1,High Cost,Senior Manager,1,Forecast,1.714285714
1375,FINANCE,Team1,High Cost,Senior Manager,2,Actuals,1.333333333
1376,FINANCE,Team1,High Cost,Senior Manager,2,Forecast,1.714285714
1377,FINANCE,Team1,High Cost,Senior Manager,3,Actuals,1.333333333
1378,FINANCE,Team1,High Cost,Senior Manager,3,Forecast,1.714285714
1379,FINANCE,Team1,High Cost,Senior Manager,4,Actuals,1.333333333
1380,FINANCE,Team1,High Cost,Senior Manager,4,Forecast,1.714285714
1381,FINANCE,Team1,High Cost,Senior Manager,5,Actuals,1.333333333
1382,FINANCE,Team1,High Cost,Senior Manager,5,Forecast,1.714285714
1383,FINANCE,Team1,High Cost,Senior Manager,6,Actuals,1.333333333
1384,FINANCE,Team1,High Cost,Senior Manager,6,Forecast,1.714285714
1385,FINANCE,Team1,High Cost,Senior Manager,7,Actuals,1.333333333
1386,FINANCE,Team1,High Cost,Senior Manager,7,Forecast,1.714285714
1387,FINANCE,Team1,High Cost,Senior Manager,8,Actuals,1.333333333
1388,FINANCE,Team1,High Cost,Senior Manager,8,Forecast,1.714285714
1389,FINANCE,Team1,High Cost,Senior Manager,9,Actuals,1.333333333
1390,FINANCE,Team1,High Cost,Senior Manager,9,Forecast,1.714285714
1391,FINANCE,Team1,High Cost,Senior Manager,10,Actuals,1.333333333
1392,FINANCE,Team1,High Cost,Senior Manager,10,Forecast,1.714285714
1393,FINANCE,Team1,High Cost,Senior Manager,11,Actuals,1.333333333
1394,FINANCE,Team1,High Cost,Senior Manager,11,Forecast,1.714285714
1395,FINANCE,Team1,High Cost,Senior Manager,12,Actuals,1.333333333
1396,FINANCE,Team1,High Cost,Senior Manager,12,Forecast,1.714285714
1397,FINANCE,Team1,High Cost,Manager,1,Actuals,3.352380952
1398,FINANCE,Team1,High Cost,Manager,1,Forecast,2.971428571
1399,FINANCE,Team1,High Cost,Manager,2,Actuals,2.971428571
1400,FINANCE,Team1,High Cost,Manager,2,Forecast,2.971428571
1401,FINANCE,Team1,High Cost,Manager,3,Actuals,2.971428571
1402,FINANCE,Team1,High Cost,Manager,3,Forecast,2.971428571
1403,FINANCE,Team1,High Cost,Manager,4,Actuals,3.161904762
1404,FINANCE,Team1,High Cost,Manager,4,Forecast,2.971428571
1405,FINANCE,Team1,High Cost,Manager,5,Actuals,3.161904762
1406,FINANCE,Team1,High Cost,Manager,5,Forecast,2.971428571
1407,FINANCE,Team1,High Cost,Manager,6,Actuals,3.161904762
1408,FINANCE,Team1,High Cost,Manager,6,Forecast,2.971428571
1409,FINANCE,Team1,High Cost,Manager,7,Actuals,3.161904762
1410,FINANCE,Team1,High Cost,Manager,7,Forecast,2.971428571
1411,FINANCE,Team1,High Cost,Manager,8,Actuals,3.161904762
1412,FINANCE,Team1,High Cost,Manager,8,Forecast,2.971428571
1413,FINANCE,Team1,High Cost,Manager,9,Actuals,3.161904762
1414,FINANCE,Team1,High Cost,Manager,9,Forecast,2.971428571
1415,FINANCE,Team1,High Cost,Manager,10,Actuals,3.161904762
1416,FINANCE,Team1,High Cost,Manager,10,Forecast,2.971428571
1417,FINANCE,Team1,High Cost,Manager,11,Actuals,3.161904762
1418,FINANCE,Team1,High Cost,Manager,11,Forecast,2.971428571
1419,FINANCE,Team1,High Cost,Manager,12,Actuals,3.161904762
1420,FINANCE,Team1,High Cost,Manager,12,Forecast,2.971428571
1445,FINANCE,Team1,High Cost,Consultant,1,Actuals,8.88647619
1446,FINANCE,Team1,High Cost,Consultant,1,Forecast,11.78571429
1447,FINANCE,Team1,High Cost,Consultant,2,Actuals,9.076952381
1448,FINANCE,Team1,High Cost,Consultant,2,Forecast,11.78571429
1449,FINANCE,Team1,High Cost,Consultant,3,Actuals,9.267428571
1450,FINANCE,Team1,High Cost,Consultant,3,Forecast,11.78571429
1451,FINANCE,Team1,High Cost,Consultant,4,Actuals,9.267428571
1452,FINANCE,Team1,High Cost,Consultant,4,Forecast,11.78571429
1453,FINANCE,Team1,High Cost,Consultant,5,Actuals,9.076952381
1454,FINANCE,Team1,High Cost,Consultant,5,Forecast,11.92857143
1455,FINANCE,Team1,High Cost,Consultant,6,Actuals,8.88647619
1456,FINANCE,Team1,High Cost,Consultant,6,Forecast,11.92857143
1457,FINANCE,Team1,High Cost,Consultant,7,Actuals,8.88647619
1458,FINANCE,Team1,High Cost,Consultant,7,Forecast,11.54761905
1459,FINANCE,Team1,High Cost,Consultant,8,Actuals,8.50552381
1460,FINANCE,Team1,High Cost,Consultant,8,Forecast,11.54761905
1461,FINANCE,Team1,High Cost,Consultant,9,Actuals,8.50552381
1462,FINANCE,Team1,High Cost,Consultant,9,Forecast,11.73809524
1463,FINANCE,Team1,High Cost,Consultant,10,Actuals,8.696
1464,FINANCE,Team1,High Cost,Consultant,10,Forecast,11.73809524
1465,FINANCE,Team1,High Cost,Consultant,11,Actuals,8.50552381
1466,FINANCE,Team1,High Cost,Consultant,11,Forecast,11.73809524
1467,FINANCE,Team1,High Cost,Consultant,12,Actuals,8.50552381
1468,FINANCE,Team1,High Cost,Consultant,12,Forecast,11.73809524
1514,FINANCE,Team2,Cost Effective,Analyst,1,Actuals,182.7142857
1515,FINANCE,Team2,Cost Effective,Analyst,1,Forecast,196.8248869
1516,FINANCE,Team2,Cost Effective,Analyst,2,Actuals,188.6190476
1517,FINANCE,Team2,Cost Effective,Analyst,2,Forecast,197.4275514
1518,FINANCE,Team2,Cost Effective,Analyst,3,Actuals,192.4285714
1519,FINANCE,Team2,Cost Effective,Analyst,3,Forecast,196.2935522
1520,FINANCE,Team2,Cost Effective,Analyst,4,Actuals,181.8095238
1521,FINANCE,Team2,Cost Effective,Analyst,4,Forecast,200.2389181
1522,FINANCE,Team2,Cost Effective,Analyst,5,Actuals,184.2857143
1523,FINANCE,Team2,Cost Effective,Analyst,5,Forecast,202.2795221
1524,FINANCE,Team2,Cost Effective,Analyst,6,Actuals,186.7619048
1525,FINANCE,Team2,Cost Effective,Analyst,6,Forecast,204.3201261
1526,FINANCE,Team2,Cost Effective,Analyst,7,Actuals,176.0952381
1527,FINANCE,Team2,Cost Effective,Analyst,7,Forecast,203.3766032
1528,FINANCE,Team2,Cost Effective,Analyst,8,Actuals,176.6666667
1529,FINANCE,Team2,Cost Effective,Analyst,8,Forecast,202.8775248
1530,FINANCE,Team2,Cost Effective,Analyst,9,Actuals,179.1428571
1531,FINANCE,Team2,Cost Effective,Analyst,9,Forecast,202.9498749
1532,FINANCE,Team2,Cost Effective,Analyst,10,Actuals,172.0952381
1533,FINANCE,Team2,Cost Effective,Analyst,10,Forecast,204.3555581
1534,FINANCE,Team2,Cost Effective,Analyst,11,Actuals,179.7142857
1535,FINANCE,Team2,Cost Effective,Analyst,11,Forecast,204.8088606
1536,FINANCE,Team2,Cost Effective,Analyst,12,Actuals,194.3809524
1537,FINANCE,Team2,Cost Effective,Analyst,12,Forecast,204.5002583
1562,FINANCE,Team2,Cost Effective,Associate,1,Actuals,0.952380952
1563,FINANCE,Team2,Cost Effective,Associate,1,Forecast,5.528438088
1564,FINANCE,Team2,Cost Effective,Associate,2,Actuals,1.142857143
1565,FINANCE,Team2,Cost Effective,Associate,2,Forecast,5.533066651
1566,FINANCE,Team2,Cost Effective,Associate,3,Actuals,1.142857143
1567,FINANCE,Team2,Cost Effective,Associate,3,Forecast,5.537695215
1568,FINANCE,Team2,Cost Effective,Associate,4,Actuals,0.952380952
1569,FINANCE,Team2,Cost Effective,Associate,4,Forecast,5.542323779
1570,FINANCE,Team2,Cost Effective,Associate,5,Actuals,0.952380952
1571,FINANCE,Team2,Cost Effective,Associate,5,Forecast,5.546952343
1572,FINANCE,Team2,Cost Effective,Associate,6,Actuals,0.952380952
1573,FINANCE,Team2,Cost Effective,Associate,6,Forecast,5.551580907
1574,FINANCE,Team2,Cost Effective,Associate,7,Actuals,0.761904762
1575,FINANCE,Team2,Cost Effective,Associate,7,Forecast,5.55620947
1576,FINANCE,Team2,Cost Effective,Associate,8,Actuals,0.761904762
1577,FINANCE,Team2,Cost Effective,Associate,8,Forecast,5.560838034
1578,FINANCE,Team2,Cost Effective,Associate,9,Actuals,0.761904762
1579,FINANCE,Team2,Cost Effective,Associate,9,Forecast,5.565466598
1580,FINANCE,Team2,Cost Effective,Associate,10,Actuals,0.571428571
1581,FINANCE,Team2,Cost Effective,Associate,10,Forecast,5.570095162
1582,FINANCE,Team2,Cost Effective,Associate,11,Actuals,0.571428571
1583,FINANCE,Team2,Cost Effective,Associate,11,Forecast,5.574723726
1584,FINANCE,Team2,Cost Effective,Associate,12,Actuals,5.523809524
1585,FINANCE,Team2,Cost Effective,Associate,12,Forecast,5.57935229
1610,FINANCE,Team2,Cost Effective,Senior Manager,1,Actuals,8.19047619
1611,FINANCE,Team2,Cost Effective,Senior Manager,1,Forecast,9.557945259
1612,FINANCE,Team2,Cost Effective,Senior Manager,2,Actuals,8
1613,FINANCE,Team2,Cost Effective,Senior Manager,2,Forecast,9.592080996
1614,FINANCE,Team2,Cost Effective,Senior Manager,3,Actuals,7.80952381
1615,FINANCE,Team2,Cost Effective,Senior Manager,3,Forecast,9.626216731
1616,FINANCE,Team2,Cost Effective,Senior Manager,4,Actuals,8.380952381
1617,FINANCE,Team2,Cost Effective,Senior Manager,4,Forecast,9.660352467
1618,FINANCE,Team2,Cost Effective,Senior Manager,5,Actuals,8.380952381
1619,FINANCE,Team2,Cost Effective,Senior Manager,5,Forecast,9.504012011
1620,FINANCE,Team2,Cost Effective,Senior Manager,6,Actuals,8.380952381
1621,FINANCE,Team2,Cost Effective,Senior Manager,6,Forecast,9.538147749
1622,FINANCE,Team2,Cost Effective,Senior Manager,7,Actuals,8.380952381
1623,FINANCE,Team2,Cost Effective,Senior Manager,7,Forecast,9.572283484
1624,FINANCE,Team2,Cost Effective,Senior Manager,8,Actuals,8.380952381
1625,FINANCE,Team2,Cost Effective,Senior Manager,8,Forecast,9.415943029
1626,FINANCE,Team2,Cost Effective,Senior Manager,9,Actuals,8.380952381
1627,FINANCE,Team2,Cost Effective,Senior Manager,9,Forecast,9.450078766
1628,FINANCE,Team2,Cost Effective,Senior Manager,10,Actuals,9.333333333
1629,FINANCE,Team2,Cost Effective,Senior Manager,10,Forecast,9.484214501
1630,FINANCE,Team2,Cost Effective,Senior Manager,11,Actuals,9.333333333
1631,FINANCE,Team2,Cost Effective,Senior Manager,11,Forecast,9.708826427
1632,FINANCE,Team2,Cost Effective,Senior Manager,12,Actuals,9.333333333
1633,FINANCE,Team2,Cost Effective,Senior Manager,12,Forecast,9.742962162
1634,FINANCE,Team2,Cost Effective,Manager,1,Actuals,28.51904762
1635,FINANCE,Team2,Cost Effective,Manager,1,Forecast,31.34701629
1636,FINANCE,Team2,Cost Effective,Manager,2,Actuals,28.70952381
1637,FINANCE,Team2,Cost Effective,Manager,2,Forecast,32.0464135
1638,FINANCE,Team2,Cost Effective,Manager,3,Actuals,28.51904762
1639,FINANCE,Team2,Cost Effective,Manager,3,Forecast,31.98390598
1640,FINANCE,Team2,Cost Effective,Manager,4,Actuals,29.09047619
1641,FINANCE,Team2,Cost Effective,Manager,4,Forecast,32.7785413
1642,FINANCE,Team2,Cost Effective,Manager,5,Actuals,29.09047619
1643,FINANCE,Team2,Cost Effective,Manager,5,Forecast,32.81127187
1644,FINANCE,Team2,Cost Effective,Manager,6,Actuals,28.62857143
1645,FINANCE,Team2,Cost Effective,Manager,6,Forecast,32.93924051
1646,FINANCE,Team2,Cost Effective,Manager,7,Actuals,28.24761905
1647,FINANCE,Team2,Cost Effective,Manager,7,Forecast,34.01959013
1648,FINANCE,Team2,Cost Effective,Manager,8,Actuals,27.88571429
1649,FINANCE,Team2,Cost Effective,Manager,8,Forecast,34.14755878
1650,FINANCE,Team2,Cost Effective,Manager,9,Actuals,28.26666667
1651,FINANCE,Team2,Cost Effective,Manager,9,Forecast,34.27552745
1652,FINANCE,Team2,Cost Effective,Manager,10,Actuals,30.55238095
1653,FINANCE,Team2,Cost Effective,Manager,10,Forecast,34.5939723
1654,FINANCE,Team2,Cost Effective,Manager,11,Actuals,29.98095238
1655,FINANCE,Team2,Cost Effective,Manager,11,Forecast,34.53146476
1656,FINANCE,Team2,Cost Effective,Manager,12,Actuals,30.17142857
1657,FINANCE,Team2,Cost Effective,Manager,12,Forecast,34.65943343
1682,FINANCE,Team2,Cost Effective,Consultant,1,Actuals,88.43809524
1683,FINANCE,Team2,Cost Effective,Consultant,1,Forecast,88.31623055
1684,FINANCE,Team2,Cost Effective,Consultant,2,Actuals,88.17619048
1685,FINANCE,Team2,Cost Effective,Consultant,2,Forecast,91.58325474
1686,FINANCE,Team2,Cost Effective,Consultant,3,Actuals,89.7
1687,FINANCE,Team2,Cost Effective,Consultant,3,Forecast,92.11896208
1688,FINANCE,Team2,Cost Effective,Consultant,4,Actuals,88.97619048
1689,FINANCE,Team2,Cost Effective,Consultant,4,Forecast,92.73932549
1690,FINANCE,Team2,Cost Effective,Consultant,5,Actuals,88.02380952
1691,FINANCE,Team2,Cost Effective,Consultant,5,Forecast,92.97873651
1692,FINANCE,Team2,Cost Effective,Consultant,6,Actuals,86.11904762
1693,FINANCE,Team2,Cost Effective,Consultant,6,Forecast,93.40862373
1694,FINANCE,Team2,Cost Effective,Consultant,7,Actuals,89.35714286
1695,FINANCE,Team2,Cost Effective,Consultant,7,Forecast,95.10835223
1696,FINANCE,Team2,Cost Effective,Consultant,8,Actuals,88.5952381
1697,FINANCE,Team2,Cost Effective,Consultant,8,Forecast,95.22077912
1698,FINANCE,Team2,Cost Effective,Consultant,9,Actuals,86.92857143
1699,FINANCE,Team2,Cost Effective,Consultant,9,Forecast,95.7141584
1700,FINANCE,Team2,Cost Effective,Consultant,10,Actuals,86.92857143
1701,FINANCE,Team2,Cost Effective,Consultant,10,Forecast,96.2075377
1702,FINANCE,Team2,Cost Effective,Consultant,11,Actuals,86.17619048
1703,FINANCE,Team2,Cost Effective,Consultant,11,Forecast,96.31996459
1704,FINANCE,Team2,Cost Effective,Consultant,12,Actuals,86.36666667
1705,FINANCE,Team2,Cost Effective,Consultant,12,Forecast,97.38477246
1754,FINANCE,Team2,High Cost,Analyst,1,Actuals,43.5952381
1755,FINANCE,Team2,High Cost,Analyst,1,Forecast,45.57143048
1756,FINANCE,Team2,High Cost,Analyst,2,Actuals,44.35714286
1757,FINANCE,Team2,High Cost,Analyst,2,Forecast,46.71428762
1758,FINANCE,Team2,High Cost,Analyst,3,Actuals,44.92857143
1759,FINANCE,Team2,High Cost,Analyst,3,Forecast,47.28571619
1760,FINANCE,Team2,High Cost,Analyst,4,Actuals,40.42857143
1761,FINANCE,Team2,High Cost,Analyst,4,Forecast,47.66667048
1762,FINANCE,Team2,High Cost,Analyst,5,Actuals,41.95238095
1763,FINANCE,Team2,High Cost,Analyst,5,Forecast,50.52381333
1764,FINANCE,Team2,High Cost,Analyst,6,Actuals,42.14285714
1765,FINANCE,Team2,High Cost,Analyst,6,Forecast,50.33333714
1766,FINANCE,Team2,High Cost,Analyst,7,Actuals,38.52380952
1767,FINANCE,Team2,High Cost,Analyst,7,Forecast,50.33333714
1768,FINANCE,Team2,High Cost,Analyst,8,Actuals,38.9047619
1769,FINANCE,Team2,High Cost,Analyst,8,Forecast,50.33333714
1770,FINANCE,Team2,High Cost,Analyst,9,Actuals,40.04761905
1771,FINANCE,Team2,High Cost,Analyst,9,Forecast,50.90476571
1772,FINANCE,Team2,High Cost,Analyst,10,Actuals,40.61904762
1773,FINANCE,Team2,High Cost,Analyst,10,Forecast,52.80952762
1774,FINANCE,Team2,High Cost,Analyst,11,Actuals,42.77142857
1775,FINANCE,Team2,High Cost,Analyst,11,Forecast,53.00000381
1776,FINANCE,Team2,High Cost,Analyst,12,Actuals,44.67619048
1777,FINANCE,Team2,High Cost,Analyst,12,Forecast,51.0952419
1802,FINANCE,Team2,High Cost,Associate,1,Forecast,0.057142857
1803,FINANCE,Team2,High Cost,Associate,2,Forecast,0.057142857
1804,FINANCE,Team2,High Cost,Associate,3,Forecast,0.057142857
1805,FINANCE,Team2,High Cost,Associate,4,Forecast,0.057142857
1806,FINANCE,Team2,High Cost,Associate,5,Forecast,0.057142857
1807,FINANCE,Team2,High Cost,Associate,6,Forecast,0.057142857
1808,FINANCE,Team2,High Cost,Associate,7,Forecast,0.057142857
1809,FINANCE,Team2,High Cost,Associate,8,Forecast,0.057142857
1810,FINANCE,Team2,High Cost,Associate,9,Forecast,0.057142857
1811,FINANCE,Team2,High Cost,Associate,10,Forecast,0.057142857
1812,FINANCE,Team2,High Cost,Associate,11,Forecast,0.057142857
